user_id,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Steps,Active_Minutes,Sleep_Duration,Heart_Rate_Avg,Daily_Workout_Time,Diet_Quality,Fitness_Level
201,27,Female,71.3,,168,162,71,1.93,1105,HIIT,28.9,2.7,4,1,12.32,10485,40,8.39,75,26,Poor,Beginner
202,33,Male,42.7,1.82,196,145,68,1.24,1436,Yoga,26.3,3.7,4,1,42.84,11498,40,6.79,93,26,Poor,Beginner
203,33,Female,103.3,1.72,180,162,58,0.66,1104,Yoga,22.6,3.2,2,1,12.42,13332,78,5.46,85,26,Poor,Beginner
204,33,Male,76.8,1.72,193,126,69,1.26,790,HIIT,31.8,3.3,4,1,25.47,7989,103,6.31,87,26,Poor,Beginner
205,23,Female,69.1,1.63,198,138,57,2,1549,Yoga,21.4,3.3,2,1,31.27,7823,43,7.45,69,26,Poor,Beginner
206,30,Male,75.6,1.82,196,138,74,1.31,925,Cardio,32.4,3.3,3,3,15.35,10595,145,4.45,92,26,Poor,Beginner
207,18,Female,42,1.74,197,120,57,2,1236,Cardio,26.6,1.5,3,2,19.62,4854,179,8.69,94,26,Poor,Beginner
208,56,Male,62.9,1.5,194,153,74,1.85,991,Yoga,23.2,2.4,3,2,32.25,5216,112,6.25,71,26,Poor,Beginner
209,22,Female,53.5,1.76,194,137,66,2,1395,Strength,13.1,2.3,5,2,17.16,10433,81,8.41,65,26,Poor,Beginner
210,21,Female,90.7,1.75,190,135,54,1.03,1155,Cardio,28,2.3,3,2,12.66,7097,71,7.59,67,26,Poor,Beginner
211,21,Male,74.7,1.59,161,169,74,1.08,1379,Yoga,15.2,2.5,3,2,21.53,4494,145,7.17,65,41,Average,Intermediate
212,50,Male,82.6,1.71,164,160,63,1.33,1011,Yoga,22.4,3.6,5,2,12.32,11582,160,7.06,70,41,Average,Intermediate
213,27,Male,40,1.76,183,125,60,1.04,1783,Yoga,21.9,3.3,4,2,12.32,9204,41,7.84,81,41,Average,Intermediate
214,27,Female,70.1,1.58,169,156,63,0.82,797,Cardio,28.1,3.4,3,1,24.04,12265,68,4.81,69,41,Average,Intermediate
215,29,Female,40.2,1.7,184,152,70,1.82,744,Strength,13.2,2.6,3,2,18.63,5930,43,6.1,79,41,Average,Intermediate
216,19,Female,76.4,1.79,189,132,57,1.41,1414,HIIT,33.3,3.5,3,2,14.21,14962,144,5.44,71,41,Average,Intermediate
217,39,Male,78.5,1.59,197,153,71,1.88,1009,Yoga,26,3.7,5,1,16.24,4926,81,4.02,76,41,Average,Intermediate
218,18,,72.1,1.79,194,169,71,1.89,716,\nStrength,16.7,3.2,2,2,12.32,3200,157,6.72,60,41,Average,Intermediate
219,26,Male,61,1.97,172,140,74,1.99,1298,Cardio,21.8,2.6,,2,24.27,12961,90,5.08,90,41,Average,Intermediate
220,20,Female,82.6,1.6,174,149,63,2,775,HIIT,22.9,3.3,2,2,15.06,10434,50,7.01,60,41,Average,Intermediate
221,34,Male,91.2,1.5,193,165,61,1.13,905,Strength,24,3.4,4,1,24.8,7009,101,7.1,95,41,Average,Intermediate
222,18,Male,64.2,1.61,167,147,,1.17,1783,Cardio,25.9,2.1,3,2,12.83,6401,67,4.28,82,41,Average,Intermediate
223,23,Male,46.7,1.65,164,159,68,1.81,1563,Yoga,15.8,2.5,4,2,19.8,3601,38,7.33,98,41,Average,Intermediate
224,28,Female,74.2,1.5,191,129,72,1.77,848,Strength,17.3,1.5,3,2,24.11,7889,52,4.25,86,41,Average,Intermediate
225,18,Female,64,1.51,176,129,74,1.18,992,Strength,26.7,3.4,5,3,14.98,5920,102,7.06,98,41,Average,Intermediate
226,32,Male,52.8,1.61,169,169,70,0.88,1375,Strength,24.2,2.7,5,1,18.1,12376,75,8.83,97,41,Average,Intermediate
227,26,Male,,1.77,164,147,56,1.2,1091,Yoga,30.8,1.6,3,3,21.49,8901,53,7.84,80,41,Average,Intermediate
228,47,Male,40,1.73,170,160,66,1.27,1249,Cardio,22.8,3.6,2,1,26.91,9038,47,7.79,95,41,Average,Intermediate
229,26,Female,85.8,1.87,188,162,58,1.33,938,HIIT,24.3,,4,2,18.34,4063,64,4.61,77,41,Average,Intermediate
230,19,Male,40,1.59,187,152,73,1.52,948,Yoga,27.1,1.6,3,,13.85,8393,164,5.05,73,41,Average,Intermediate
231,26,Female,86.6,,192,120,59,1.75,1102,HIIT,19,1.8,3,1,17.94,13027,176,7.65,100,41,Average,Intermediate
232,39,Male,70.7,1.58,189,163,66,1.69,1146,Yoga,21.9,3.2,3,1,21.17,11666,153,7.62,98,41,Average,Intermediate
233,37,Female,40,1.59,190,161,70,1.16,670,,24.5,3.3,4,2,,14580,111,5.3,96,41,Average,Intermediate
234,19,Female,66.7,1.73,172,,71,1.18,589,HIIT,24.9,1.8,3,1,19.24,13211,63,7.07,91,41,Average,Intermediate
235,39,Female,72.1,1.52,172,151,,1.09,1093,HIIT,28.2,2.7,2,1,20.85,11514,157,6.46,71,41,Average,Intermediate
236,53,Male,80.5,1.64,173,120,60,1.26,735,Yoga,26.3,,4,2,12.32,12984,104,8.9,60,41,Average,Intermediate
237,41,Male,77,1.5,190,146,56,1.3,1067,Strength,27.5,3.3,4,2,26.26,4936,60,7.69,73,41,Average,Intermediate
238,23,Male,117.8,1.88,168,167,55,1.35,1259,Strength,32.3,1.6,3,2,14.24,13081,135,4.23,82,41,Average,Intermediate
239,31,Female,76.2,1.64,169,137,72,0.74,1207,Strength,23.3,2.7,,3,40.63,12181,84,4.06,72,41,Average,Intermediate
240,50,Female,57.3,1.72,197,133,56,2,950,Yoga,11.1,3.2,2,3,22.6,14305,47,5.54,92,41,Average,Intermediate
241,22,Female,103.1,1.72,168,166,59,1.07,978,HIIT,23.1,1.9,2,2,16.79,12011,31,4.57,81,93,Poor,Advanced
242,29,Female,77.4,1.69,179,132,74,1.11,712,Yoga,27,3.5,2,3,16.23,8592,175,7.08,61,93,Poor,Advanced
243,18,Male,84.1,1.78,194,145,64,2,686,Cardio,30.3,3.3,3,3,14.46,5877,116,8.61,90,93,Poor,Advanced
244,29,Male,40,1.86,180,169,63,1.26,986,Yoga,25.3,1.5,3,1,19.92,10774,64,6.41,100,93,Poor,Advanced
245,42,Male,66,1.6,196,159,52,1.93,1042,Strength,16.4,3.5,4,2,17.81,10546,167,8.48,89,93,Poor,Advanced
246,51,Female,84.6,1.77,197,141,55,1.44,543,HIIT,23.4,2.9,5,3,24.89,9782,44,8.18,79,93,Poor,Advanced
247,51,Male,100.7,1.75,185,138,73,1.5,703,Strength,25.5,1.8,4,3,15.9,12256,110,6.78,61,93,Poor,Advanced
248,22,Male,58.6,2,165,169,57,2,1402,Strength,30,3.5,4,2,20.99,6412,114,8,82,93,Poor,Advanced
249,21,Female,57.4,1.74,179,161,73,2,457,HIIT,27.7,2.5,3,1,24.67,4084,101,8.2,81,93,Poor,Advanced
250,21,Male,69.5,1.54,167,158,72,1.28,1044,Yoga,27.9,2.9,2,,14.68,9147,72,6.85,84,93,Poor,Advanced
251,26,Female,42.2,1.91,174,127,72,1.65,455,Strength,23.6,2.9,3,2,24.27,6070,108,7.53,80,93,Poor,Advanced
252,18,Male,61.3,1.6,191,135,67,1.09,609,,13.7,1.6,2,3,14.7,14630,135,4.43,75,93,Poor,Advanced
253,18,Male,66.6,1.62,192,156,58,1.3,1250,Cardio,21.3,3.2,5,1,12.58,9088,107,5.08,79,93,Poor,Advanced
254,37,Female,94.4,1.7,193,127,70,1.27,1183,HIIT,16.4,3.4,4,1,19.3,5867,39,7.89,65,93,Poor,Advanced
255,45,Male,111.9,1.73,177,129,54,0.92,1267,Strength,18.3,2.6,4,1,12.32,10270,153,8.52,69,93,Poor,Advanced
256,18,Female,92,1.79,199,169,56,1.77,1105,Strength,14.4,,2,1,20.25,6116,153,7.66,93,93,Poor,Advanced
257,18,Female,,1.76,176,167,58,1.21,912,Strength,28.4,3.6,2,2,25.72,8084,66,7.85,66,93,Poor,Advanced
258,51,Male,61.1,1.82,165,163,57,1.19,1171,Yoga,31.7,2.5,4,3,45.75,11456,63,5.03,62,93,Poor,Advanced
259,18,Female,96,1.82,198,144,58,1.19,323,Yoga,23.8,1.8,3,1,12.32,10526,163,4.58,79,93,Poor,Advanced
260,27,Female,89.7,1.67,172,130,64,1.46,729,Yoga,27.7,3.4,4,2,17.56,3721,52,5.67,62,93,Poor,Advanced
261,34,Female,61,1.69,190,159,63,0.99,1040,Cardio,23.6,3.6,5,3,18.07,4689,109,4.11,79,93,Poor,Advanced
262,31,Female,75.6,1.57,163,152,71,0.96,668,\tYoga,25.8,2.3,4,1,26.35,13466,112,5,78,93,Poor,Advanced
263,23,Female,40,1.76,,143,71,1.08,1442,Yoga,25.7,3.3,5,3,12.32,7532,142,7.36,77,93,Poor,Advanced
264,54,,46.8,1.67,181,169,74,1.48,,Strength,25.5,1.5,4,1,22.04,5446,59,4.08,99,93,Poor,Advanced
265,19,Female,90.6,1.85,187,131,68,1.67,607,HIIT,27.5,3.3,2,2,19.15,12168,82,6.71,95,93,Poor,Advanced
266,47,Female,90.8,1.67,186,120,74,1.43,506,Strength,32,2.7,3,3,18.39,8218,102,6.87,70,93,Poor,Advanced
267,33,Female,129.9,1.69,168,152,74,1.61,810,Strength,27.5,3.5,,2,23.37,4167,116,6.7,63,93,Poor,Advanced
268,50,Female,69.3,,162,126,62,1.33,1138,Strength,25.6,1.5,3,1,22.79,5131,42,4.53,63,93,Poor,Advanced
269,19,Female,40,1.77,179,139,74,1.22,1173,Yoga,27.7,1.6,3,3,19.2,4410,75,7.52,97,93,Poor,Advanced
270,27,Male,112.6,1.79,174,167,60,0.69,1282,Strength,28.6,1.5,2,1,22.96,13313,144,7.08,79,93,Poor,Advanced
271,49,Male,54.2,1.64,182,147,64,0.95,914,,19,3.2,2,2,23.01,8444,166,4.39,89,75,Excellent,Advanced
272,46,Male,108.9,1.86,162,165,74,1.42,936,Strength,22.2,1.9,4,2,27.29,12302,149,4.49,79,75,Excellent,Advanced
273,37,,69.4,1.61,173,169,66,1.09,948,Strength,28.3,1.5,2,1,12.32,14214,149,6.35,74,75,Excellent,Advanced
274,52,Male,40,1.6,194,,73,1.48,1156,Yoga,23.4,2.3,4,2,27.66,5354,96,8.56,85,75,Excellent,Advanced
275,26,Male,43.2,1.8,185,149,52,1.87,1019,Cardio,23.5,2.1,4,2,27.59,6004,114,7.94,80,75,Excellent,Advanced
276,45,,68.7,1.7,179,126,74,1.05,1161,Cardio,22.9,3.1,4,3,24.13,10426,46,6.38,82,75,Excellent,Advanced
277,18,Female,61.1,1.74,191,159,69,1.36,1311,HIIT,15.6,3.4,2,2,16.61,10842,73,5.41,82,75,Excellent,Advanced
278,38,Male,85.5,1.77,175,156,50,1.13,766,HIIT,14.6,3.4,2,1,16.38,12903,160,4.51,66,75,Excellent,Advanced
279,18,Female,50.1,1.8,174,125,50,1.38,1185,HIIT,30.8,3.4,3,2,29.04,8339,48,7.96,94,75,Excellent,Advanced
280,45,Male,129.9,1.75,197,154,73,1.97,757,Cardio,23.5,2.4,5,1,36.13,10552,135,5.19,75,75,Excellent,Advanced
281,47,Female,93.3,1.73,184,123,62,1.45,998,Yoga,15.1,1.7,4,2,12.32,11977,153,5.92,81,75,Excellent,Advanced
282,45,Female,73.7,1.7,190,167,67,1.11,1100,Yoga,29.1,1.8,2,1,15.88,6411,140,7.92,87,75,Excellent,Advanced
283,55,Female,69.4,1.56,175,134,70,1.48,734,Yoga,16.8,,4,2,23.63,12293,169,7.47,71,75,Excellent,Advanced
284,18,Male,86.1,2,180,158,72,1.27,1173,HIIT,19.7,3.5,2,3,13.06,13856,176,8.18,67,75,Excellent,Advanced
285,20,Female,,1.5,198,128,50,0.97,906,Cardio,31.2,3.4,2,1,21.03,12702,113,6.78,88,75,Excellent,Advanced
286,18,Female,40,1.77,189,137,74,0.6,829,Cardio,24.7,2.6,4,1,16.35,5886,133,4.35,66,75,Excellent,Advanced
287,46,Female,40.8,1.71,191,162,52,0.93,903,Yoga,14.2,1.9,2,,39.04,14231,127,5.64,63,75,Excellent,Advanced
288,43,Male,56.4,1.8,174,161,74,1.03,327,Strength,10,3.2,3,1,21.21,4483,65,8.44,100,75,Excellent,Advanced
289,45,Female,60.7,1.63,170,139,74,1.18,1356,\tCardio,10,3.3,3,3,12.32,3003,68,6.26,78,75,Excellent,Advanced
290,43,Female,40,1.69,187,162,66,0.9,886,Strength,28,2.2,2,1,26.48,9389,144,4.98,80,75,Excellent,Advanced
291,29,Female,84.4,1.67,184,160,74,1.28,1475,Yoga,10,2.1,5,2,17.62,7910,107,8.59,87,75,Excellent,Advanced
292,18,Female,67.5,1.71,185,166,58,1.81,1162,Cardio,10.6,3.5,3,2,37.91,14760,118,8.95,97,75,Excellent,Advanced
293,21,Female,62.1,1.68,173,158,71,1.23,1186,Yoga,26.4,3.5,4,1,15.6,3133,160,6.02,68,75,Excellent,Advanced
294,41,Male,83.7,1.92,161,163,59,1.37,1308,Cardio,21.4,1.5,2,2,17.48,7819,170,8.84,60,75,Excellent,Advanced
295,26,Female,80.6,1.86,195,127,53,2,564,Strength,23.1,1.5,3,2,29.21,14523,121,4.55,78,75,Excellent,Advanced
296,33,Male,60.8,1.78,189,147,73,1.04,951,Cardio,27.3,3.3,4,2,,3510,130,7.13,84,75,Excellent,Advanced
297,18,Male,44.8,1.81,164,,57,1.2,742,HIIT,23.5,3.3,4,3,19.04,9652,169,5.06,71,75,Excellent,Advanced
298,21,Male,62.3,1.91,198,141,51,1.47,1394,Yoga,22.7,1.8,3,2,17.4,10780,172,5.92,83,75,Excellent,Advanced
299,49,Female,97.4,1.67,171,132,72,1.97,1091,Cardio,30.4,3.6,3,1,12.32,9835,62,4.67,64,75,Excellent,Advanced
300,19,Male,51.4,1.78,167,154,70,2,1218,Yoga,29.8,2.1,3,2,13.61,13623,154,7.29,68,75,Excellent,Advanced
301,31,Male,79.1,1.74,192,167,74,0.93,1157,Cardio,18.7,1.9,2,3,13.83,4387,136,8.3,98,112,Poor,Intermediate
302,43,Male,57.5,2,172,126,64,1.4,735,Cardio,16.9,2.1,3,1,20.98,9974,146,6.55,95,112,Poor,Intermediate
303,43,Female,70.6,1.71,193,148,54,1.28,725,Cardio,27.1,3.6,3,1,22.55,10373,87,4.93,98,112,Poor,Intermediate
304,18,Female,72.5,1.79,173,140,67,1.34,1629,Strength,27.3,2.7,5,1,19.58,3121,90,7.56,77,112,Poor,Intermediate
305,44,Female,68,1.66,182,146,68,0.82,1278,HIIT,20.7,3,5,1,16.02,9731,177,5.83,62,112,Poor,Intermediate
306,21,Female,121.6,1.78,182,151,50,1.81,1242,Yoga,21,3.5,4,2,16.63,12308,124,4.57,90,112,Poor,Intermediate
307,44,Male,55.1,1.9,196,165,55,1.26,901,,26.9,2.6,3,1,22.13,14313,164,8.92,77,112,Poor,Intermediate
308,58,Female,51.2,1.72,165,139,70,0.79,1612,Yoga,20.6,2.1,3,3,36.29,10617,163,8.45,65,112,Poor,Intermediate
309,35,Female,60.8,1.64,161,127,74,1.57,1132,Yoga,20.7,3.7,3,3,19.54,7017,49,7.42,94,112,Poor,Intermediate
310,18,Male,49.8,1.96,199,162,74,1.64,996,Strength,,2.3,4,2,14.35,12496,43,8.52,94,112,Poor,Intermediate
311,26,Female,64.7,1.75,172,157,52,1.35,1193,Yoga,23.5,1.6,3,2,18.21,3176,161,8.53,96,112,Poor,Intermediate
312,24,Female,58.5,1.87,183,128,74,1.36,1034,HIIT,24.8,3.3,4,1,24.49,8431,105,5.45,62,112,Poor,Intermediate
313,31,Female,49.1,1.7,162,167,63,1.1,891,Strength,23.5,2.9,3,1,15.73,14387,107,7.63,96,112,Poor,Intermediate
314,39,Female,67.8,1.59,164,158,74,1.65,1374,Strength,25.9,2.6,5,2,25,7267,151,6.89,96,112,Poor,Intermediate
315,22,Male,43.3,1.69,176,158,53,1.31,500,,23.7,1.5,2,2,13.83,3845,104,8.04,99,112,Poor,Intermediate
316,44,Female,40.8,1.74,177,165,72,,384,HIIT,10,,3,1,13.11,3447,51,4.63,64,112,Poor,Intermediate
317,18,Male,71.5,1.69,186,124,60,1.53,763,Yoga,16.9,2.5,2,1,15.8,7552,101,5.38,76,112,Poor,Intermediate
318,50,Male,41.1,1.51,169,152,63,2,1069,Strength,24.9,1.5,4,2,31.59,3232,74,8.55,69,112,Poor,Intermediate
319,27,Male,52.3,1.6,177,124,66,0.93,416,Strength,22.5,,5,2,31.64,13799,74,5.31,75,112,Poor,Intermediate
320,28,Male,73.2,1.76,171,159,61,1.21,973,HIIT,26.4,2,4,1,12.32,10944,165,8.31,81,112,Poor,Intermediate
321,41,Female,117.7,1.67,189,123,58,2,1243,Yoga,26.2,3.2,2,1,17.26,4382,69,8.19,86,112,Poor,Intermediate
322,31,Male,63.8,1.74,199,140,55,1.5,741,HIIT,28.1,1.6,3,2,25.22,9277,142,7.63,70,112,Poor,Intermediate
323,31,Male,62.1,1.71,172,169,55,1.52,854,HIIT,27.4,3.7,3,3,,6454,118,4.27,76,112,Poor,Intermediate
324,18,Male,52,1.66,199,137,74,2,1314,Cardio,26.7,3.3,3,1,20.41,4900,148,5.99,79,112,Poor,Intermediate
325,25,Female,73.3,1.5,185,169,67,1.38,433,Strength,30.6,1.5,4,1,22.55,10803,166,5.17,84,112,Poor,Intermediate
326,18,Male,50,1.83,163,140,64,1.41,969,Yoga,19,1.9,3,2,14.29,10775,165,8.35,60,112,Poor,Intermediate
327,34,Male,90,1.74,194,167,57,1.36,764,Cardio,25,2.6,4,2,13.77,7731,144,5.91,80,112,Poor,Intermediate
328,39,Male,109.6,1.84,199,152,74,1.27,790,HIIT,26.7,3.5,2,2,19.77,11687,40,4.49,94,112,Poor,Intermediate
329,18,Male,43.5,1.77,161,136,57,2,452,Cardio,24.4,3.3,5,1,21.96,13443,140,7.05,77,112,Poor,Intermediate
330,20,Male,115.4,1.73,187,154,63,1.12,878,Yoga,30.7,3.5,3,1,27.02,8488,55,5.28,97,112,Poor,Intermediate
331,22,Male,47.4,1.91,161,164,73,2,1206,Cardio,26.6,3.5,5,3,15.36,9408,91,7.67,97,70,Good,Beginner
332,18,Male,54.6,1.66,189,142,64,1.19,523,HIIT,34.7,2.6,2,1,18.88,6193,76,5.57,60,70,Good,Beginner
333,36,Male,40,2,193,121,,1.98,1282,Yoga,25.7,2.6,4,1,27.96,14023,47,4.06,66,70,Good,Beginner
334,26,Female,71.2,2,169,159,52,1.42,749,Strength,29.8,3.5,4,2,27.16,11605,144,5.76,78,70,Good,Beginner
335,53,Female,46.4,1.7,169,120,72,1.49,1415,Yoga,21.9,3.4,4,2,14.08,7127,36,7.1,63,70,Good,Beginner
336,18,Female,69.9,1.78,160,143,74,2,930,HIIT,19.6,2,3,3,12.32,12734,85,8.75,100,70,Good,Beginner
337,20,Male,64.9,1.69,187,128,54,0.68,1303,Cardio,10,3.3,4,3,14.87,4995,60,4.43,98,70,Good,Beginner
338,43,Female,47.6,1.65,198,140,61,2,692,Cardio,22,3.5,3,2,22.14,5128,174,8.02,71,70,Good,Beginner
339,23,Male,48.9,1.7,168,156,65,1.4,1776,Yoga,32.5,2.1,,2,21.36,4816,94,5.47,64,70,Good,Beginner
340,38,,78.6,1.98,194,136,69,1.3,1590,Strength,27.2,2.3,4,2,25.52,13465,100,7.85,80,70,Good,Beginner
341,51,Female,72.2,1.91,184,140,70,1.39,960,HIIT,21,1.5,3,2,17.41,7216,48,5.39,63,70,Good,Beginner
342,54,Female,79.8,1.94,163,120,63,1.53,827,Yoga,25.3,3.3,4,2,12.32,9271,45,5.29,76,70,Good,Beginner
343,22,Male,62.8,1.71,182,153,70,2,816,Yoga,15.8,,3,2,14.23,5915,155,8.9,72,70,Good,Beginner
344,26,Female,122.7,,191,151,72,1.14,524,Strength,24.3,1.5,2,3,17.44,12999,155,4.54,94,70,Good,Beginner
345,23,Female,52.4,1.86,166,130,59,1.53,880,Yoga,21.6,1.5,4,2,12.32,10065,57,8.56,76,70,Good,Beginner
346,42,,67.7,1.82,199,125,55,0.76,1239,Cardio,15,3.4,2,2,21.78,4692,48,6.86,76,70,Good,Beginner
347,34,Female,88.8,1.56,198,160,53,1.18,1086,Cardio,32.6,3.4,4,2,30.43,10305,157,4.74,100,70,Good,Beginner
348,29,Female,101.5,1.9,175,165,74,1.46,1128,Yoga,26.3,2.7,2,1,25.74,3014,129,5.33,81,70,Good,Beginner
349,18,Male,40,1.72,195,137,52,2,1783,Cardio,18.6,1.5,4,1,12.77,9411,161,7.54,91,70,Good,Beginner
350,24,Male,40,2,173,126,50,1.1,1783,Cardio,31.9,1.6,3,1,34.62,10833,47,6.7,60,70,Good,Beginner
351,,Male,50.5,1.76,192,156,72,1.25,768,Cardio,12.8,1.7,4,2,16.06,9298,153,4.61,94,70,Good,Beginner
352,41,Female,66.2,1.83,196,126,74,1.6,993,Yoga,20.2,2.5,5,1,24.37,8880,107,6,100,70,Good,Beginner
353,37,Female,77.5,1.5,175,142,70,1.58,1141,Yoga,21.2,1.8,3,,12.32,13601,166,8.27,81,70,Good,Beginner
354,30,Female,119.6,1.72,191,150,74,1.77,1006,Yoga,13.1,2.2,4,3,13.32,4318,104,7.24,71,70,Good,Beginner
355,38,Male,40,1.5,172,169,59,1.52,1107,HIIT,24.9,2.8,3,1,36.71,12084,128,7.3,79,70,Good,Beginner
356,18,Male,82.3,1.74,198,155,55,1.38,1368,Strength,26,3.3,2,3,17.15,14401,57,7.15,82,70,Good,Beginner
357,54,Male,71.2,1.7,190,120,58,1.21,708,,14.4,3.1,4,2,12.46,10970,142,7.68,68,70,Good,Beginner
358,34,Male,53,1.92,199,134,68,1.12,790,Strength,19.8,3.5,4,3,16.18,3584,91,6.45,64,70,Good,Beginner
359,56,Female,45.7,1.96,192,153,71,2,868,Yoga,11.4,2,4,2,21.34,11856,157,6.67,88,70,Good,Beginner
360,18,Female,79.6,1.75,168,125,54,1.26,682,HIIT,25.1,2.4,3,2,12.32,3268,44,5.69,62,70,Good,Beginner
361,42,Female,105.3,1.67,175,143,74,1.1,1115,Strength,25.4,3.3,3,1,12.32,9643,163,6.29,94,83,Average,Intermediate
362,31,Male,84.5,1.56,194,124,70,1.31,734,Strength,23.6,3.3,2,2,21.57,5440,89,8.62,62,83,Average,Intermediate
363,50,Male,98.6,1.54,187,126,57,0.72,940,Strength,23.5,1.6,3,1,12.32,5319,34,6.36,99,83,Average,Intermediate
364,27,Male,55.4,1.72,186,153,74,2,1281,\nStrength,10.9,2.4,4,2,14.56,3750,63,4.07,100,83,Average,Intermediate
365,41,Female,40,1.77,168,154,74,1.14,628,HIIT,19.9,3.4,5,1,24.52,3818,54,6.28,70,83,Average,Intermediate
366,26,Female,63.9,1.75,199,121,72,2,638,HIIT,23.6,3.4,4,2,23.96,12683,57,4.57,98,83,Average,Intermediate
367,47,Male,40,1.91,185,,74,1.41,608,Cardio,24.3,2.9,3,1,27.2,13086,81,6.13,85,83,Average,Intermediate
368,31,Female,40,2,192,134,55,1.44,1116,Strength,12,2.6,2,2,21.2,8312,177,6.73,80,83,Average,Intermediate
369,27,Male,91.9,1.5,185,154,60,1.08,825,HIIT,28.8,3.2,5,2,21.07,6493,74,5.68,67,83,Average,Intermediate
370,20,Female,42.4,1.69,198,129,58,0.77,1030,HIIT,28.1,1.5,,1,20.39,7487,136,4.84,83,83,Average,Intermediate
371,21,Male,76.8,1.52,191,140,66,1.08,702,Cardio,21,3.6,3,2,25.59,12067,92,8.63,62,83,Average,Intermediate
372,47,Female,70.7,1.66,195,169,60,1.25,1033,\tYoga,16.7,3.5,4,2,14.61,5185,126,7.89,61,83,Average,Intermediate
373,33,Male,40,1.88,196,162,58,1.59,1131,Yoga,30.4,2.6,3,1,21.91,10978,31,4.9,65,83,Average,Intermediate
374,59,Male,40,1.56,163,167,74,1.59,722,Cardio,23.7,3.2,4,3,12.32,14579,102,6.08,90,83,Average,Intermediate
375,43,Male,46.8,1.67,178,141,64,1.03,1403,Cardio,26.1,3.2,3,1,14.13,14343,66,7.2,93,83,Average,Intermediate
376,27,Male,100.7,1.75,163,166,61,1.28,1159,Cardio,28.1,3.7,3,1,12.32,10379,74,7.05,62,83,Average,Intermediate
377,44,Female,73.4,1.59,199,152,72,0.94,721,Cardio,23,2.2,4,1,33.25,12769,157,7.06,65,83,Average,Intermediate
378,22,Male,63.4,1.83,196,169,71,1.66,466,Cardio,28,3.4,2,3,24.61,13275,107,5.74,60,83,Average,Intermediate
379,19,Female,129.9,1.71,161,169,56,2,443,Yoga,29.6,2.4,4,2,12.32,12137,60,8.93,66,83,Average,Intermediate
380,24,Female,48.3,1.73,193,136,62,1.98,1404,Strength,22,3.5,3,1,13.22,13140,168,6.54,89,83,Average,Intermediate
381,45,Female,80.5,1.89,183,134,74,1.02,1311,HIIT,24.6,1.9,4,1,12.32,13263,100,4.27,67,83,Average,Intermediate
382,35,Female,42.9,1.51,163,131,74,2,526,Cardio,15.3,3.3,5,,13.74,5444,151,6.49,70,83,Average,Intermediate
383,18,Male,74.6,1.88,177,166,53,2,1010,Cardio,18,2.2,5,1,30.5,13979,43,7.22,78,83,Average,Intermediate
384,21,Male,66.7,1.93,175,166,63,1.26,949,Yoga,27.8,3.4,2,2,13.53,6433,115,7.08,89,83,Average,Intermediate
385,31,Female,55,1.6,172,164,53,1.85,1361,Strength,20.6,3.4,4,1,16.04,3709,43,8.62,71,83,Average,Intermediate
386,27,Female,52.3,1.77,193,130,57,2,993,Yoga,25.6,,4,1,15.08,5589,154,6.57,64,83,Average,Intermediate
387,46,Male,65.7,1.75,192,135,59,1.31,881,Strength,10,2.7,2,1,31.78,6855,178,5.63,72,83,Average,Intermediate
388,53,Female,84.7,1.61,193,158,72,2,478,Yoga,25.6,2.4,3,1,18.57,14089,88,7.89,80,83,Average,Intermediate
389,18,,80.4,1.97,172,137,74,1.62,617,Strength,22.4,3.4,3,1,16.91,6731,135,8.35,84,83,Average,Intermediate
390,18,Female,63.4,1.85,191,148,69,0.89,1106,Strength,21.4,2.3,5,3,15.64,6615,179,6.42,87,83,Average,Intermediate
391,48,Female,61.8,1.71,172,140,62,1.37,1266,Cardio,28.6,3.6,4,1,23.64,5374,146,4.89,83,23,Good,Beginner
392,53,,64.4,1.58,198,158,74,1.82,1144,Yoga,27.2,3,2,1,18.33,5234,79,7.16,77,23,Good,Beginner
393,25,Male,44.2,1.9,174,159,50,1.1,1293,Yoga,25.7,2.5,4,2,19.26,6313,38,7.46,63,23,Good,Beginner
394,18,Female,43.1,1.75,183,138,53,1.95,437,Cardio,19.1,3.6,2,2,18.14,7597,149,6.29,70,23,Good,Beginner
395,18,Male,92.1,1.59,171,150,54,1.17,968,Yoga,21.8,2.4,5,2,25.66,8629,105,7.02,100,23,Good,Beginner
396,31,Male,58.7,1.66,183,149,74,1.15,1368,Cardio,23.1,2.3,4,1,12.32,13019,177,8.85,74,23,Good,Beginner
397,44,Female,59.4,1.67,197,164,53,1.31,676,Cardio,24.8,,3,2,19.28,4416,163,6.45,73,23,Good,Beginner
398,59,Female,44.5,1.84,183,154,71,1.28,787,Cardio,26.5,1.7,2,2,20.22,12692,148,5.4,87,23,Good,Beginner
399,44,Female,84.8,2,196,155,70,1.66,1439,HIIT,12.1,1.7,2,1,14.34,7041,141,6.9,97,23,Good,Beginner
400,57,Female,80,1.79,167,127,54,1.01,312,Yoga,24.3,2.6,4,2,13.16,5440,31,6.09,62,23,Good,Beginner
401,20,Male,87.1,1.91,186,150,51,1.39,1431,Yoga,27,2.8,3,3,21.51,3656,159,4.17,93,23,Good,Beginner
